run,model_type,snap_idx,a,pos_mse_mean,pos_mse_std,pk_ratio_mean_k0.1,pk_ratio_std_k0.1,cross_corr_mean_k0.1,cross_corr_std_k0.1,pk_ratio_mean_k0.2,pk_ratio_std_k0.2,cross_corr_mean_k0.2,cross_corr_std_k0.2,pk_ratio_mean_k0.3,pk_ratio_std_k0.3,cross_corr_mean_k0.3,cross_corr_std_k0.3,pk_ratio_mean_k0.5,pk_ratio_std_k0.5,cross_corr_mean_k0.5,cross_corr_std_k0.5,pk_ratio_mean_k0.6,pk_ratio_std_k0.6,cross_corr_mean_k0.6,cross_corr_std_k0.6,pk_ratio_mean_k0.8,pk_ratio_std_k0.8,cross_corr_mean_k0.8,cross_corr_std_k0.8,pk_ratio_mean_k1.0,pk_ratio_std_k1.0,cross_corr_mean_k1.0,cross_corr_std_k1.0,pk_ratio_mean_k1.5,pk_ratio_std_k1.5,cross_corr_mean_k1.5,cross_corr_std_k1.5,pk_ratio_mean_k2.0,pk_ratio_std_k2.0,cross_corr_mean_k2.0,cross_corr_std_k2.0
cnn volcanic-plasma-59,cnn,0,0.10000000149011612,4.502588922150608e-07,1.5650582737936787e-09,0.9976709485054016,0.0002846065617632121,0.9986753463745117,8.981255814433098e-05,0.9904554486274719,0.0004516050103120506,0.9952217936515808,0.00018640579946804792,0.9774481058120728,0.00035739963641390204,0.9892657995223999,0.00020974670769646764,0.9277620315551758,0.00046948337694630027,0.969251275062561,0.0002849398006219417,0.8898779153823853,0.0004987814463675022,0.9556862115859985,0.00047789429663680494,0.7678831219673157,0.001973102567717433,0.9114178419113159,0.0007997945649549365,0.6277991533279419,0.002975828479975462,0.8501269221305847,0.000696810893714428,0.28232404589653015,0.0037635474000126123,0.5380614995956421,0.004874244332313538,0.25892528891563416,0.004090041387826204,0.4980240762233734,0.0018532550893723965
cnn volcanic-plasma-59,cnn,12,0.3204081654548645,3.4252733712492044e-06,1.5668983054198777e-08,1.0002517700195312,0.000676437106449157,0.999407947063446,3.3942949812626466e-05,1.0021449327468872,0.00038509623846039176,0.9978086352348328,0.0001815802534110844,1.0041249990463257,0.0018140189349651337,0.9951340556144714,0.0001306332997046411,0.9847455024719238,0.0017412459710612893,0.9854022264480591,0.0002444558194838464,0.9602499008178711,0.0020149284973740578,0.9774051904678345,0.0004375040880404413,0.853943943977356,0.003194361925125122,0.9471743702888489,0.0002823672257363796,0.734103798866272,0.00366388401016593,0.9031000137329102,0.0011551991337910295,0.46808916330337524,0.00449375668540597,0.7231954336166382,0.0006798208341933787,0.4501834809780121,0.0031401547603309155,0.7044028043746948,0.0033200448378920555
cnn volcanic-plasma-59,cnn,24,0.5408163070678711,7.77626864874037e-06,3.057129328424042e-08,1.001377820968628,0.0009767628507688642,0.9997337460517883,1.5461839211639017e-05,1.0097837448120117,0.001200740342028439,0.9989879727363586,0.00011117685789940879,1.0230013132095337,0.0027485922910273075,0.9977729916572571,9.306139691034332e-05,1.0378177165985107,0.0022321618162095547,0.9929999113082886,0.0001893953885883093,1.0376771688461304,0.0012276116758584976,0.9885472059249878,0.0003575482405722141,0.9988850355148315,0.005582964979112148,0.9712826013565063,0.00038872373988851905,0.9477410316467285,0.005816579796373844,0.9476239085197449,0.001050703227519989,0.8001843690872192,0.008712684735655785,0.8581663370132446,0.0024608601815998554,0.7861968874931335,0.012592688202857971,0.8484795689582825,0.003208422800526023
cnn volcanic-plasma-59,cnn,37,0.7795918583869934,1.2877209701400717e-05,5.1679299417407713e-08,1.0003694295883179,0.0009316872456111014,0.9998493194580078,1.0509636013011914e-05,1.0096521377563477,0.0019788409117609262,0.9993411302566528,2.1528798242798075e-05,1.023386001586914,0.004264643415808678,0.9981714487075806,0.00020631789811886847,1.0407073497772217,0.00172333640512079,0.9932252764701843,0.000791969068814069,1.0440006256103516,0.002557669999077916,0.988425076007843,0.0013538956409320235,1.0127711296081543,0.007699062116444111,0.9718191027641296,0.0029114934150129557,0.9683457612991333,0.01066168025135994,0.9499205350875854,0.004979841876775026,0.8340905904769897,0.016659343615174294,0.8672312498092651,0.0073281945660710335,0.8132311105728149,0.01541574764996767,0.8576148152351379,0.008543694391846657
cnn volcanic-plasma-59,cnn,49,1.0,1.7240846864297056e-05,1.1504650765801953e-07,0.9989463686943054,0.0009809130569919944,0.9998170733451843,3.750982432393357e-05,1.007262945175171,0.0023652685340493917,0.9990236163139343,0.00014494176139123738,1.019324541091919,0.005486168432980776,0.9969242811203003,0.0006423677550628781,1.0313602685928345,0.0012542480835691094,0.9882453083992004,0.0024011998903006315,1.0303800106048584,0.003768726484850049,0.9809726476669312,0.0036601650062948465,1.0008293390274048,0.006270304322242737,0.9575210809707642,0.006739702541381121,0.9518682360649109,0.011899520643055439,0.9284647703170776,0.01126253791153431,0.8036929368972778,0.013767333701252937,0.8264263868331909,0.014803445897996426,0.7909823656082153,0.015023499727249146,0.8157413601875305,0.014694953337311745
cnn young-field-77,cnn,0,0.10000000149011612,4.502588922150608e-07,1.5650582737936787e-09,0.9976708292961121,0.00028469107928685844,0.9986754655838013,8.993126539280638e-05,0.9904556274414062,0.00045174374827183783,0.9952219128608704,0.00018646080570761114,0.9774479866027832,0.0003571350534912199,0.9892655611038208,0.0002096343378070742,0.9277620315551758,0.000469513499410823,0.9692500829696655,0.000285186804831028,0.8898777961730957,0.0004990472225472331,0.9556865692138672,0.00047728040954098105,0.76788330078125,0.0019740075804293156,0.9114190936088562,0.0007999203517101705,0.6277983784675598,0.002976181684061885,0.8501270413398743,0.0006966398213990033,0.2823241651058197,0.003763629822060466,0.538061261177063,0.004874523729085922,0.25892525911331177,0.004090387839823961,0.49802365899086,0.0018529893131926656
cnn young-field-77,cnn,12,0.3204081654548645,3.4252439945703373e-06,1.5667938663146685e-08,1.0002574920654297,0.0006772834458388388,0.9994077682495117,3.398025000933558e-05,1.0021578073501587,0.00038570843753404915,0.9978089332580566,0.00018160809122491628,1.0041382312774658,0.0018139989115297794,0.995134711265564,0.00013041429338045418,0.9847558736801147,0.0017424497054889798,0.9854033589363098,0.0002446408907417208,0.9602489471435547,0.0020108490716665983,0.9774060249328613,0.00043754602666012943,0.8539339900016785,0.003194170305505395,0.9471731185913086,0.00028189297881908715,0.7340885400772095,0.0036561843007802963,0.9031000137329102,0.0011533770011737943,0.46807408332824707,0.004487672355026007,0.7231996655464172,0.0006792980711907148,0.45016783475875854,0.003131355857476592,0.7044089436531067,0.003314942354336381
cnn young-field-77,cnn,24,0.5408163070678711,7.776243182888721e-06,3.055187784533708e-08,1.0013872385025024,0.0009769377065822482,0.9997336268424988,1.551478089822922e-05,1.00980544090271,0.0012045426992699504,0.998988151550293,0.00011124672164442018,1.023021936416626,0.002743821358308196,0.9977728128433228,9.325275459559634e-05,1.0378471612930298,0.0022311643697321415,0.9929989576339722,0.00018996428116224706,1.0376988649368286,0.0012251122388988733,0.9885464906692505,0.0003575192822609097,0.9989057779312134,0.005585234612226486,0.9712821841239929,0.0003904991317540407,0.9477521181106567,0.005805033724755049,0.9476197957992554,0.0010520803043618798,0.8002117276191711,0.008716885931789875,0.8581622242927551,0.002459601266309619,0.786213219165802,0.012586874887347221,0.848474383354187,0.003205744782462716
cnn young-field-77,cnn,37,0.7795918583869934,1.2877297740487847e-05,5.167184169121109e-08,1.0003812313079834,0.0009313689661212265,0.9998490214347839,1.051842173183104e-05,1.0096771717071533,0.001983978785574436,0.9993413686752319,2.1793630367028527e-05,1.0234113931655884,0.004258152097463608,0.9981712102890015,0.00020697785657830536,1.0407428741455078,0.0017234154511243105,0.99322509765625,0.0007930847932584584,1.0440326929092407,0.0025572949089109898,0.9884248971939087,0.0013566480483859777,1.012792944908142,0.007685159333050251,0.9718180894851685,0.002914928365498781,0.9683712720870972,0.010644150897860527,0.9499191045761108,0.004984247498214245,0.8340896368026733,0.01665000058710575,0.8672221302986145,0.007345276419073343,0.8132351636886597,0.015394489280879498,0.8575994372367859,0.008559862151741982
cnn young-field-77,cnn,49,1.0,1.7241078967344948e-05,1.1514858167049546e-07,0.9989597201347351,0.000979376258328557,0.9998170733451843,3.750669930013828e-05,1.0072885751724243,0.0023732094559818506,0.9990227818489075,0.00014510973414871842,1.019350290298462,0.0054795341566205025,0.9969245791435242,0.0006418538396246731,1.0313920974731445,0.0012396753299981356,0.9882461428642273,0.002400854369625449,1.0304138660430908,0.00376991112716496,0.9809744954109192,0.003661526832729578,1.000864863395691,0.006250541191548109,0.9575250744819641,0.006742657162249088,0.9518879055976868,0.011873209848999977,0.9284704327583313,0.011267362162470818,0.8036791682243347,0.013754758052527905,0.8264296650886536,0.014815491624176502,0.7909609079360962,0.01501593180000782,0.815739631652832,0.014706785790622234
cnn glorious-wood-80,cnn,0,0.10000000149011612,4.502588922150608e-07,1.5650582737936787e-09,0.9976708292961121,0.00028474340797401965,0.9986753463745117,8.974293450592086e-05,0.9904555082321167,0.00045177596621215343,0.9952222108840942,0.00018632436695042998,0.9774481654167175,0.00035696724080480635,0.9892657995223999,0.0002096744574373588,0.9277623295783997,0.0004698827106039971,0.9692509770393372,0.0002853917540051043,0.8898771405220032,0.0004994136397726834,0.9556862711906433,0.0004771830572281033,0.7678835988044739,0.0019732797518372536,0.911418080329895,0.0008009715820662677,0.6277991533279419,0.00297544221393764,0.8501273989677429,0.0006965064676478505,0.2823236584663391,0.0037633783649653196,0.5380610227584839,0.004873716738075018,0.2589253783226013,0.004090504255145788,0.4980245530605316,0.0018529181834310293
cnn glorious-wood-80,cnn,12,0.3204081654548645,3.568274223653134e-06,1.4578943158307205e-08,1.0047643184661865,0.0006395326927304268,0.9994250535964966,3.375470623723231e-05,1.003366470336914,0.00048061140114441514,0.9978485107421875,0.00016378088912460953,1.0001469850540161,0.0025684726424515247,0.9950350522994995,7.619776442879811e-05,0.9587048292160034,0.0019742220174521208,0.984203040599823,0.0002650648821145296,0.9202430844306946,0.002868065843358636,0.9752999544143677,0.000340441387379542,0.7930665016174316,0.0032978346571326256,0.9421623945236206,0.0003197875921614468,0.6689776182174683,0.0035454852040857077,0.8968114852905273,0.0011869868030771613,0.4105723798274994,0.0035960504319518805,0.7142125964164734,0.001375502673909068,0.3936099112033844,0.0022731677163392305,0.6947605013847351,0.0029663476161658764
cnn glorious-wood-80,cnn,24,0.5408163070678711,8.354262718057726e-06,3.313338808714176e-08,1.0082612037658691,0.0011157531989738345,0.9997419118881226,1.5242621884681284e-05,1.0145859718322754,0.001055947970598936,0.9989884495735168,9.971423423849046e-05,1.0258592367172241,0.003551808185875416,0.9975665807723999,4.462230936042033e-05,1.0236364603042603,0.0021385238505899906,0.9915443658828735,0.0003080038004554808,1.0124297142028809,0.002430053660646081,0.9861313104629517,0.00036204158095642924,0.9529809951782227,0.006202631630003452,0.9656130075454712,0.0005596318515017629,0.8926536440849304,0.006680999416857958,0.9398531913757324,0.0013445757795125246,0.7381939888000488,0.00995524600148201,0.8444271087646484,0.002955229487270117,0.7233552932739258,0.01242698635905981,0.8342207670211792,0.00433910870924592
cnn glorious-wood-80,cnn,37,0.7795918583869934,1.39618987304857e-05,7.434128039825896e-08,1.008502721786499,0.0015725800767540932,0.9998394846916199,9.136013431998435e-06,1.01760733127594,0.001666625146754086,0.9992804527282715,3.5506651329342276e-05,1.0324207544326782,0.00510597787797451,0.9978655576705933,0.00023585467715747654,1.0417534112930298,0.0029099774546921253,0.9917340278625488,0.0008727436070330441,1.0390386581420898,0.003996132407337427,0.985999584197998,0.0015289203729480505,0.9938734173774719,0.009078828617930412,0.9665980339050293,0.0031661675311625004,0.9408578872680664,0.011400168761610985,0.9423348307609558,0.005739600397646427,0.796908974647522,0.017379816621541977,0.8518440127372742,0.008233192376792431,0.7737377882003784,0.014981301501393318,0.8414718508720398,0.009486556053161621
cnn glorious-wood-80,cnn,49,1.0,1.8705299953580835e-05,1.5555806578302065e-07,1.0075894594192505,0.002073370385915041,0.999783992767334,3.593445217120461e-05,1.016750693321228,0.001986829563975334,0.9988773465156555,0.0001635934313526377,1.030942678451538,0.006214204244315624,0.9964380264282227,0.0007117937202565372,1.0386070013046265,0.002463351935148239,0.9862778782844543,0.002558446489274502,1.032405138015747,0.004752587527036667,0.9780184626579285,0.0040027243085205555,0.9898999929428101,0.008486521430313587,0.9516781568527222,0.007051982916891575,0.9318639039993286,0.011529043316841125,0.9196011424064636,0.012223049066960812,0.7715167999267578,0.013154993765056133,0.8098883628845215,0.015647899359464645,0.7564201354980469,0.0142342085018754,0.798512876033783,0.015184544026851654
